date_paiement,montant,mode_paiement,id_membre
2026-06-28,24.99,Carte bancaire,97
2025-11-20,29.99,Prelevement bancaire,98
2025-12-20,29.99,Prelevement bancaire,98
2026-01-20,29.99,Prelevement bancaire,98
2026-02-20,29.99,Prelevement bancaire,98
2026-03-20,29.99,Prelevement bancaire,98
2026-04-20,29.99,Prelevement bancaire,98
2026-05-20,29.99,Prelevement bancaire,98
2026-06-20,29.99,Prelevement bancaire,98
2025-09-16,29.99,Virement bancaire,99
2025-10-16,29.99,Virement bancaire,99
2025-11-16,29.99,Virement bancaire,99
2025-12-16,29.99,Virement bancaire,99
2026-01-16,29.99,Virement bancaire,99
2026-02-16,29.99,Virement bancaire,99
2026-03-16,29.99,Virement bancaire,99
2026-04-16,29.99,Virement bancaire,99
2026-05-16,29.99,Virement bancaire,99
2026-06-16,29.99,Virement bancaire,99
2026-05-05,34.99,Carte bancaire,100
2026-06-05,34.99,Carte bancaire,100
2026-07-05,34.99,Carte bancaire,100
2025-11-24,24.99,Prelevement bancaire,101
2025-12-24,24.99,Prelevement bancaire,101
2026-01-24,24.99,Prelevement bancaire,101
2026-02-24,24.99,Prelevement bancaire,101
2026-03-24,24.99,Prelevement bancaire,101
2026-04-24,24.99,Prelevement bancaire,101
2026-05-24,24.99,Prelevement bancaire,101
2026-06-24,24.99,Prelevement bancaire,101
2026-03-21,29.99,Virement bancaire,102
2026-04-21,29.99,Virement bancaire,102
2026-05-21,29.99,Virement bancaire,102
2026-06-21,29.99,Virement bancaire,102
2025-11-13,29.99,Carte bancaire,103
2025-12-13,29.99,Carte bancaire,103
2026-01-13,29.99,Carte bancaire,103
2026-02-13,29.99,Carte bancaire,103
2026-03-13,29.99,Carte bancaire,103
2026-04-13,29.99,Carte bancaire,103
2026-05-13,29.99,Carte bancaire,103
2026-06-13,29.99,Carte bancaire,103
2026-07-13,29.99,Carte bancaire,103
2025-11-10,34.99,Prelevement bancaire,104
2025-12-10,34.99,Prelevement bancaire,104
2026-01-10,34.99,Prelevement bancaire,104
2026-02-10,34.99,Prelevement bancaire,104
2026-03-10,34.99,Prelevement bancaire,104
2026-04-10,34.99,Prelevement bancaire,104
2026-05-10,34.99,Prelevement bancaire,104
2026-06-10,34.99,Prelevement bancaire,104
2026-07-10,34.99,Prelevement bancaire,104
2026-01-25,24.99,Virement bancaire,105
2026-02-25,24.99,Virement bancaire,105
2026-03-25,24.99,Virement bancaire,105
2026-04-25,24.99,Virement bancaire,105
2026-05-25,24.99,Virement bancaire,105
2026-06-25,24.99,Virement bancaire,105
2025-12-15,29.99,Carte bancaire,106
2026-01-15,29.99,Carte bancaire,106
2026-02-15,29.99,Carte bancaire,106
2026-03-15,29.99,Carte bancaire,106
2026-04-15,29.99,Carte bancaire,106
2026-05-15,29.99,Carte bancaire,106
2026-06-15,29.99,Carte bancaire,106
2026-07-15,29.99,Carte bancaire,106
2025-07-29,29.99,Prelevement bancaire,107
2025-08-29,29.99,Prelevement bancaire,107
2025-09-29,29.99,Prelevement bancaire,107
2025-10-29,29.99,Prelevement bancaire,107
2025-11-29,29.99,Prelevement bancaire,107
2025-12-29,29.99,Prelevement bancaire,107
2026-01-29,29.99,Prelevement bancaire,107
2026-02-28,29.99,Prelevement bancaire,107
2026-03-28,29.99,Prelevement bancaire,107
2026-04-28,29.99,Prelevement bancaire,107
2026-05-28,29.99,Prelevement bancaire,107
2026-06-28,29.99,Prelevement bancaire,107
2026-02-01,34.99,Virement bancaire,108
2026-03-01,34.99,Virement bancaire,108
2026-04-01,34.99,Virement bancaire,108
2026-05-01,34.99,Virement bancaire,108
2026-06-01,34.99,Virement bancaire,108
2026-07-01,34.99,Virement bancaire,108
2026-07-08,24.99,Carte bancaire,109
2026-05-19,29.99,Prelevement bancaire,110
2026-06-19,29.99,Prelevement bancaire,110
2025-11-04,29.99,Virement bancaire,111
2025-12-04,29.99,Virement bancaire,111
2026-01-04,29.99,Virement bancaire,111
2026-02-04,29.99,Virement bancaire,111
2026-03-04,29.99,Virement bancaire,111
2026-04-04,29.99,Virement bancaire,111
2026-05-04,29.99,Virement bancaire,111
2026-06-04,29.99,Virement bancaire,111
2026-07-04,29.99,Virement bancaire,111
2026-03-30,34.99,Carte bancaire,112
2026-04-30,34.99,Carte bancaire,112
2026-05-30,34.99,Carte bancaire,112
2026-06-30,34.99,Carte bancaire,112
2025-09-10,24.99,Prelevement bancaire,113
2025-10-10,24.99,Prelevement bancaire,113
2025-11-10,24.99,Prelevement bancaire,113
2025-12-10,24.99,Prelevement bancaire,113
2026-01-10,24.99,Prelevement bancaire,113
2026-02-10,24.99,Prelevement bancaire,113
2026-03-10,24.99,Prelevement bancaire,113
2026-04-10,24.99,Prelevement bancaire,113
2026-05-10,24.99,Prelevement bancaire,113
2026-06-10,24.99,Prelevement bancaire,113
2026-07-10,24.99,Prelevement bancaire,113
2025-10-13,29.99,Virement bancaire,114
2025-11-13,29.99,Virement bancaire,114
2025-12-13,29.99,Virement bancaire,114
2026-01-13,29.99,Virement bancaire,114
2026-02-13,29.99,Virement bancaire,114
2026-03-13,29.99,Virement bancaire,114
2026-04-13,29.99,Virement bancaire,114
2026-05-13,29.99,Virement bancaire,114
2026-06-13,29.99,Virement bancaire,114
2026-07-13,29.99,Virement bancaire,114
2025-09-13,29.99,Carte bancaire,115
2025-10-13,29.99,Carte bancaire,115
2025-11-13,29.99,Carte bancaire,115
2025-12-13,29.99,Carte bancaire,115
2026-01-13,29.99,Carte bancaire,115
2026-02-13,29.99,Carte bancaire,115
2026-03-13,29.99,Carte bancaire,115
2026-04-13,29.99,Carte bancaire,115
2026-05-13,29.99,Carte bancaire,115
2026-06-13,29.99,Carte bancaire,115
2026-07-13,29.99,Carte bancaire,115
2026-06-22,34.99,Prelevement bancaire,116
2025-10-19,24.99,Virement bancaire,117
2025-11-19,24.99,Virement bancaire,117
2025-12-19,24.99,Virement bancaire,117
2026-01-19,24.99,Virement bancaire,117
2026-02-19,24.99,Virement bancaire,117
2026-03-19,24.99,Virement bancaire,117
2026-04-19,24.99,Virement bancaire,117
2026-05-19,24.99,Virement bancaire,117
2026-06-19,24.99,Virement bancaire,117
2025-10-27,29.99,Carte bancaire,118
2025-11-27,29.99,Carte bancaire,118
2025-12-27,29.99,Carte bancaire,118
2026-01-27,29.99,Carte bancaire,118
2026-02-27,29.99,Carte bancaire,118
2026-03-27,29.99,Carte bancaire,118
2026-04-27,29.99,Carte bancaire,118
2026-05-27,29.99,Carte bancaire,118
2026-06-27,29.99,Carte bancaire,118
2026-06-12,29.99,Prelevement bancaire,119
2026-07-12,29.99,Prelevement bancaire,119
2026-05-28,34.99,Virement bancaire,120
2026-06-28,34.99,Virement bancaire,120
2026-01-28,24.99,Carte bancaire,121
2026-02-28,24.99,Carte bancaire,121
2026-03-28,24.99,Carte bancaire,121
2026-04-28,24.99,Carte bancaire,121
2026-05-28,24.99,Carte bancaire,121
2026-06-28,24.99,Carte bancaire,121
2025-09-30,29.99,Prelevement bancaire,122
2025-10-30,29.99,Prelevement bancaire,122
2025-11-30,29.99,Prelevement bancaire,122
2025-12-30,29.99,Prelevement bancaire,122
2026-01-30,29.99,Prelevement bancaire,122
2026-02-28,29.99,Prelevement bancaire,122
2026-03-28,29.99,Prelevement bancaire,122
2026-04-28,29.99,Prelevement bancaire,122
2026-05-28,29.99,Prelevement bancaire,122
2026-06-28,29.99,Prelevement bancaire,122
2025-10-23,29.99,Virement bancaire,123
2025-11-23,29.99,Virement bancaire,123
2025-12-23,29.99,Virement bancaire,123
2026-01-23,29.99,Virement bancaire,123
2026-02-23,29.99,Virement bancaire,123
2026-03-23,29.99,Virement bancaire,123
2026-04-23,29.99,Virement bancaire,123
2026-05-23,29.99,Virement bancaire,123
2026-06-23,29.99,Virement bancaire,123
2026-02-19,34.99,Carte bancaire,124
2026-03-19,34.99,Carte bancaire,124
2026-04-19,34.99,Carte bancaire,124
2026-05-19,34.99,Carte bancaire,124
2026-06-19,34.99,Carte bancaire,124
2025-08-16,24.99,Prelevement bancaire,125
2025-09-16,24.99,Prelevement bancaire,125
2025-10-16,24.99,Prelevement bancaire,125
2025-11-16,24.99,Prelevement bancaire,125
2025-12-16,24.99,Prelevement bancaire,125
2026-01-16,24.99,Prelevement bancaire,125
2026-02-16,24.99,Prelevement bancaire,125
2026-03-16,24.99,Prelevement bancaire,125
2026-04-16,24.99,Prelevement bancaire,125
2026-05-16,24.99,Prelevement bancaire,125
2026-06-16,24.99,Prelevement bancaire,125
2025-12-01,29.99,Virement bancaire,126
2026-01-01,29.99,Virement bancaire,126
2026-02-01,29.99,Virement bancaire,126
2026-03-01,29.99,Virement bancaire,126
2026-04-01,29.99,Virement bancaire,126
2026-05-01,29.99,Virement bancaire,126
2026-06-01,29.99,Virement bancaire,126
2026-07-01,29.99,Virement bancaire,126
2025-11-08,29.99,Carte bancaire,127
2025-12-08,29.99,Carte bancaire,127
2026-01-08,29.99,Carte bancaire,127
2026-02-08,29.99,Carte bancaire,127
2026-03-08,29.99,Carte bancaire,127
2026-04-08,29.99,Carte bancaire,127
2026-05-08,29.99,Carte bancaire,127
2026-06-08,29.99,Carte bancaire,127
2026-07-08,29.99,Carte bancaire,127
2026-01-08,34.99,Prelevement bancaire,128
2026-02-08,34.99,Prelevement bancaire,128
2026-03-08,34.99,Prelevement bancaire,128
2026-04-08,34.99,Prelevement bancaire,128
2026-05-08,34.99,Prelevement bancaire,128
2026-06-08,34.99,Prelevement bancaire,128
2026-07-08,34.99,Prelevement bancaire,128
2026-04-07,24.99,Virement bancaire,129
2026-05-07,24.99,Virement bancaire,129
2026-06-07,24.99,Virement bancaire,129
2026-07-07,24.99,Virement bancaire,129
2025-09-29,29.99,Carte bancaire,130
2025-10-29,29.99,Carte bancaire,130
2025-11-29,29.99,Carte bancaire,130
2025-12-29,29.99,Carte bancaire,130
2026-01-29,29.99,Carte bancaire,130
2026-02-28,29.99,Carte bancaire,130
2026-03-28,29.99,Carte bancaire,130
2026-04-28,29.99,Carte bancaire,130
2026-05-28,29.99,Carte bancaire,130
2026-06-28,29.99,Carte bancaire,130
2025-07-17,29.99,Prelevement bancaire,131
2025-08-17,29.99,Prelevement bancaire,131
2025-09-17,29.99,Prelevement bancaire,131
2025-10-17,29.99,Prelevement bancaire,131
2025-11-17,29.99,Prelevement bancaire,131
2025-12-17,29.99,Prelevement bancaire,131
2026-01-17,29.99,Prelevement bancaire,131
2026-02-17,29.99,Prelevement bancaire,131
2026-03-17,29.99,Prelevement bancaire,131
2026-04-17,29.99,Prelevement bancaire,131
2026-05-17,29.99,Prelevement bancaire,131
2026-06-17,29.99,Prelevement bancaire,131
2026-06-29,34.99,Virement bancaire,132
2025-11-17,24.99,Carte bancaire,133
2025-12-17,24.99,Carte bancaire,133
2026-01-17,24.99,Carte bancaire,133
2026-02-17,24.99,Carte bancaire,133
2026-03-17,24.99,Carte bancaire,133
2026-04-17,24.99,Carte bancaire,133
2026-05-17,24.99,Carte bancaire,133
2026-06-17,24.99,Carte bancaire,133
2026-04-25,29.99,Prelevement bancaire,134
2026-05-25,29.99,Prelevement bancaire,134
2026-06-25,29.99,Prelevement bancaire,134
2025-12-21,29.99,Virement bancaire,135
2026-01-21,29.99,Virement bancaire,135
2026-02-21,29.99,Virement bancaire,135
2026-03-21,29.99,Virement bancaire,135
2026-04-21,29.99,Virement bancaire,135
2026-05-21,29.99,Virement bancaire,135
2026-06-21,29.99,Virement bancaire,135
2025-07-22,34.99,Carte bancaire,136
2025-08-22,34.99,Carte bancaire,136
2025-09-22,34.99,Carte bancaire,136
2025-10-22,34.99,Carte bancaire,136
2025-11-22,34.99,Carte bancaire,136
2025-12-22,34.99,Carte bancaire,136
2026-01-22,34.99,Carte bancaire,136
2026-02-22,34.99,Carte bancaire,136
2026-03-22,34.99,Carte bancaire,136
2026-04-22,34.99,Carte bancaire,136
2026-05-22,34.99,Carte bancaire,136
2026-06-22,34.99,Carte bancaire,136
2026-01-16,24.99,Prelevement bancaire,137
2026-02-16,24.99,Prelevement bancaire,137
2026-03-16,24.99,Prelevement bancaire,137
2026-04-16,24.99,Prelevement bancaire,137
2026-05-16,24.99,Prelevement bancaire,137
2026-06-16,24.99,Prelevement bancaire,137
2025-09-28,29.99,Virement bancaire,138
2025-10-28,29.99,Virement bancaire,138
2025-11-28,29.99,Virement bancaire,138
2025-12-28,29.99,Virement bancaire,138
2026-01-28,29.99,Virement bancaire,138
2026-02-28,29.99,Virement bancaire,138
2026-03-28,29.99,Virement bancaire,138
2026-04-28,29.99,Virement bancaire,138
2026-05-28,29.99,Virement bancaire,138
2026-06-28,29.99,Virement bancaire,138
2026-04-26,29.99,Carte bancaire,139
2026-05-26,29.99,Carte bancaire,139
2026-06-26,29.99,Carte bancaire,139
2025-11-13,34.99,Prelevement bancaire,140
2025-12-13,34.99,Prelevement bancaire,140
2026-01-13,34.99,Prelevement bancaire,140
2026-02-13,34.99,Prelevement bancaire,140
2026-03-13,34.99,Prelevement bancaire,140
2026-04-13,34.99,Prelevement bancaire,140
2026-05-13,34.99,Prelevement bancaire,140
2026-06-13,34.99,Prelevement bancaire,140
2026-07-13,34.99,Prelevement bancaire,140
2026-03-10,24.99,Virement bancaire,141
2026-04-10,24.99,Virement bancaire,141
2026-05-10,24.99,Virement bancaire,141
2026-06-10,24.99,Virement bancaire,141
2026-07-10,24.99,Virement bancaire,141
2026-01-11,29.99,Carte bancaire,142
2026-02-11,29.99,Carte bancaire,142
2026-03-11,29.99,Carte bancaire,142
2026-04-11,29.99,Carte bancaire,142
2026-05-11,29.99,Carte bancaire,142
2026-06-11,29.99,Carte bancaire,142
2026-07-11,29.99,Carte bancaire,142
2025-07-26,29.99,Prelevement bancaire,143
2025-08-26,29.99,Prelevement bancaire,143
2025-09-26,29.99,Prelevement bancaire,143
2025-10-26,29.99,Prelevement bancaire,143
2025-11-26,29.99,Prelevement bancaire,143
2025-12-26,29.99,Prelevement bancaire,143
2026-01-26,29.99,Prelevement bancaire,143
2026-02-26,29.99,Prelevement bancaire,143
2026-03-26,29.99,Prelevement bancaire,143
2026-04-26,29.99,Prelevement bancaire,143
2026-05-26,29.99,Prelevement bancaire,143
2026-06-26,29.99,Prelevement bancaire,143
2025-11-22,34.99,Virement bancaire,144
2025-12-22,34.99,Virement bancaire,144
2026-01-22,34.99,Virement bancaire,144
2026-02-22,34.99,Virement bancaire,144
2026-03-22,34.99,Virement bancaire,144
2026-04-22,34.99,Virement bancaire,144
2026-05-22,34.99,Virement bancaire,144
2026-06-22,34.99,Virement bancaire,144
2026-01-17,24.99,Carte bancaire,145
2026-02-17,24.99,Carte bancaire,145
2026-03-17,24.99,Carte bancaire,145
2026-04-17,24.99,Carte bancaire,145
2026-05-17,24.99,Carte bancaire,145
2026-06-17,24.99,Carte bancaire,145
2026-03-05,29.99,Prelevement bancaire,146
2026-04-05,29.99,Prelevement bancaire,146
2026-05-05,29.99,Prelevement bancaire,146
2026-06-05,29.99,Prelevement bancaire,146
2026-07-05,29.99,Prelevement bancaire,146
2025-11-22,29.99,Virement bancaire,147
2025-12-22,29.99,Virement bancaire,147
2026-01-22,29.99,Virement bancaire,147
2026-02-22,29.99,Virement bancaire,147
2026-03-22,29.99,Virement bancaire,147
2026-04-22,29.99,Virement bancaire,147
2026-05-22,29.99,Virement bancaire,147
2026-06-22,29.99,Virement bancaire,147
2025-12-25,34.99,Carte bancaire,148
2026-01-25,34.99,Carte bancaire,148
2026-02-25,34.99,Carte bancaire,148
2026-03-25,34.99,Carte bancaire,148
2026-04-25,34.99,Carte bancaire,148
2026-05-25,34.99,Carte bancaire,148
2026-06-25,34.99,Carte bancaire,148
2026-05-27,24.99,Prelevement bancaire,149
2026-06-27,24.99,Prelevement bancaire,149
2026-05-25,29.99,Virement bancaire,150
2026-06-25,29.99,Virement bancaire,150
2026-03-02,29.99,Carte bancaire,151
2026-04-02,29.99,Carte bancaire,151
2026-05-02,29.99,Carte bancaire,151
2026-06-02,29.99,Carte bancaire,151
2026-07-02,29.99,Carte bancaire,151
2026-03-19,34.99,Prelevement bancaire,152
2026-04-19,34.99,Prelevement bancaire,152
2026-05-19,34.99,Prelevement bancaire,152
2026-06-19,34.99,Prelevement bancaire,152
2026-05-25,24.99,Virement bancaire,153
2026-06-25,24.99,Virement bancaire,153
2025-09-01,29.99,Carte bancaire,154
2025-10-01,29.99,Carte bancaire,154
2025-11-01,29.99,Carte bancaire,154
2025-12-01,29.99,Carte bancaire,154
2026-01-01,29.99,Carte bancaire,154
2026-02-01,29.99,Carte bancaire,154
2026-03-01,29.99,Carte bancaire,154
2026-04-01,29.99,Carte bancaire,154
2026-05-01,29.99,Carte bancaire,154
2026-06-01,29.99,Carte bancaire,154
2026-07-01,29.99,Carte bancaire,154
2026-02-15,29.99,Prelevement bancaire,155
2026-03-15,29.99,Prelevement bancaire,155
2026-04-15,29.99,Prelevement bancaire,155
2026-05-15,29.99,Prelevement bancaire,155
2026-06-15,29.99,Prelevement bancaire,155
2026-07-15,29.99,Prelevement bancaire,155
2025-09-01,34.99,Virement bancaire,156
2025-10-01,34.99,Virement bancaire,156
2025-11-01,34.99,Virement bancaire,156
2025-12-01,34.99,Virement bancaire,156
2026-01-01,34.99,Virement bancaire,156
2026-02-01,34.99,Virement bancaire,156
2026-03-01,34.99,Virement bancaire,156
2026-04-01,34.99,Virement bancaire,156
2026-05-01,34.99,Virement bancaire,156
2026-06-01,34.99,Virement bancaire,156
2026-07-01,34.99,Virement bancaire,156
2026-02-16,24.99,Carte bancaire,157
2026-03-16,24.99,Carte bancaire,157
2026-04-16,24.99,Carte bancaire,157
2026-05-16,24.99,Carte bancaire,157
2026-06-16,24.99,Carte bancaire,157
2026-07-09,29.99,Prelevement bancaire,158
2025-12-07,29.99,Virement bancaire,159
2026-01-07,29.99,Virement bancaire,159
2026-02-07,29.99,Virement bancaire,159
2026-03-07,29.99,Virement bancaire,159
2026-04-07,29.99,Virement bancaire,159
2026-05-07,29.99,Virement bancaire,159
2026-06-07,29.99,Virement bancaire,159
2026-07-07,29.99,Virement bancaire,159
2025-09-02,34.99,Carte bancaire,160
2025-10-02,34.99,Carte bancaire,160
2025-11-02,34.99,Carte bancaire,160
2025-12-02,34.99,Carte bancaire,160
2026-01-02,34.99,Carte bancaire,160
2026-02-02,34.99,Carte bancaire,160
2026-03-02,34.99,Carte bancaire,160
2026-04-02,34.99,Carte bancaire,160
2026-05-02,34.99,Carte bancaire,160
2026-06-02,34.99,Carte bancaire,160
2026-07-02,34.99,Carte bancaire,160
2025-11-05,24.99,Prelevement bancaire,161
2025-12-05,24.99,Prelevement bancaire,161
2026-01-05,24.99,Prelevement bancaire,161
2026-02-05,24.99,Prelevement bancaire,161
2026-03-05,24.99,Prelevement bancaire,161
2026-04-05,24.99,Prelevement bancaire,161
2026-05-05,24.99,Prelevement bancaire,161
2026-06-05,24.99,Prelevement bancaire,161
2026-07-05,24.99,Prelevement bancaire,161
2026-02-26,29.99,Virement bancaire,162
2026-03-26,29.99,Virement bancaire,162
2026-04-26,29.99,Virement bancaire,162
2026-05-26,29.99,Virement bancaire,162
2026-06-26,29.99,Virement bancaire,162
2026-02-14,29.99,Carte bancaire,163
2026-03-14,29.99,Carte bancaire,163
2026-04-14,29.99,Carte bancaire,163
2026-05-14,29.99,Carte bancaire,163
2026-06-14,29.99,Carte bancaire,163
2026-07-14,29.99,Carte bancaire,163
2025-12-25,34.99,Prelevement bancaire,164
2026-01-25,34.99,Prelevement bancaire,164
2026-02-25,34.99,Prelevement bancaire,164
2026-03-25,34.99,Prelevement bancaire,164
2026-04-25,34.99,Prelevement bancaire,164
2026-05-25,34.99,Prelevement bancaire,164
2026-06-25,34.99,Prelevement bancaire,164
2026-06-10,24.99,Virement bancaire,165
2026-07-10,24.99,Virement bancaire,165
2025-09-15,29.99,Carte bancaire,166
2025-10-15,29.99,Carte bancaire,166
2025-11-15,29.99,Carte bancaire,166
2025-12-15,29.99,Carte bancaire,166
2026-01-15,29.99,Carte bancaire,166
2026-02-15,29.99,Carte bancaire,166
2026-03-15,29.99,Carte bancaire,166
2026-04-15,29.99,Carte bancaire,166
2026-05-15,29.99,Carte bancaire,166
2026-06-15,29.99,Carte bancaire,166
2026-07-15,29.99,Carte bancaire,166
2026-01-28,29.99,Prelevement bancaire,167
2026-02-28,29.99,Prelevement bancaire,167
2026-03-28,29.99,Prelevement bancaire,167
2026-04-28,29.99,Prelevement bancaire,167
2026-05-28,29.99,Prelevement bancaire,167
2026-06-28,29.99,Prelevement bancaire,167
2026-04-22,34.99,Virement bancaire,168
2026-05-22,34.99,Virement bancaire,168
2026-06-22,34.99,Virement bancaire,168
2026-05-11,24.99,Carte bancaire,169
2026-06-11,24.99,Carte bancaire,169
2026-07-11,24.99,Carte bancaire,169
2025-12-23,29.99,Prelevement bancaire,170
2026-01-23,29.99,Prelevement bancaire,170
2026-02-23,29.99,Prelevement bancaire,170
2026-03-23,29.99,Prelevement bancaire,170
2026-04-23,29.99,Prelevement bancaire,170
2026-05-23,29.99,Prelevement bancaire,170
2026-06-23,29.99,Prelevement bancaire,170
2026-05-15,29.99,Virement bancaire,171
2026-06-15,29.99,Virement bancaire,171
2026-07-15,29.99,Virement bancaire,171
2025-12-15,34.99,Carte bancaire,172
2026-01-15,34.99,Carte bancaire,172
2026-02-15,34.99,Carte bancaire,172
2026-03-15,34.99,Carte bancaire,172
2026-04-15,34.99,Carte bancaire,172
2026-05-15,34.99,Carte bancaire,172
2026-06-15,34.99,Carte bancaire,172
2026-07-15,34.99,Carte bancaire,172
2025-11-13,24.99,Prelevement bancaire,173
2025-12-13,24.99,Prelevement bancaire,173
2026-01-13,24.99,Prelevement bancaire,173
2026-02-13,24.99,Prelevement bancaire,173
2026-03-13,24.99,Prelevement bancaire,173
2026-04-13,24.99,Prelevement bancaire,173
2026-05-13,24.99,Prelevement bancaire,173
2026-06-13,24.99,Prelevement bancaire,173
2026-07-13,24.99,Prelevement bancaire,173
2026-05-25,29.99,Virement bancaire,174
2026-06-25,29.99,Virement bancaire,174
2025-08-19,29.99,Carte bancaire,175
2025-09-19,29.99,Carte bancaire,175
2025-10-19,29.99,Carte bancaire,175
2025-11-19,29.99,Carte bancaire,175
2025-12-19,29.99,Carte bancaire,175
2026-01-19,29.99,Carte bancaire,175
2026-02-19,29.99,Carte bancaire,175
2026-03-19,29.99,Carte bancaire,175
2026-04-19,29.99,Carte bancaire,175
2026-05-19,29.99,Carte bancaire,175
2026-06-19,29.99,Carte bancaire,175
2026-01-22,34.99,Prelevement bancaire,176
2026-02-22,34.99,Prelevement bancaire,176
2026-03-22,34.99,Prelevement bancaire,176
2026-04-22,34.99,Prelevement bancaire,176
2026-05-22,34.99,Prelevement bancaire,176
2026-06-22,34.99,Prelevement bancaire,176
2025-10-14,24.99,Virement bancaire,177
2025-11-14,24.99,Virement bancaire,177
2025-12-14,24.99,Virement bancaire,177
2026-01-14,24.99,Virement bancaire,177
2026-02-14,24.99,Virement bancaire,177
2026-03-14,24.99,Virement bancaire,177
2026-04-14,24.99,Virement bancaire,177
2026-05-14,24.99,Virement bancaire,177
2026-06-14,24.99,Virement bancaire,177
2026-07-14,24.99,Virement bancaire,177
2025-10-22,29.99,Carte bancaire,178
2025-11-22,29.99,Carte bancaire,178
2025-12-22,29.99,Carte bancaire,178
2026-01-22,29.99,Carte bancaire,178
2026-02-22,29.99,Carte bancaire,178
2026-03-22,29.99,Carte bancaire,178
2026-04-22,29.99,Carte bancaire,178
2026-05-22,29.99,Carte bancaire,178
2026-06-22,29.99,Carte bancaire,178
2026-03-30,29.99,Prelevement bancaire,179
2026-04-30,29.99,Prelevement bancaire,179
2026-05-30,29.99,Prelevement bancaire,179
2026-06-30,29.99,Prelevement bancaire,179
2026-01-02,34.99,Virement bancaire,180
2026-02-02,34.99,Virement bancaire,180
2026-03-02,34.99,Virement bancaire,180
2026-04-02,34.99,Virement bancaire,180
2026-05-02,34.99,Virement bancaire,180
2026-06-02,34.99,Virement bancaire,180
2026-07-02,34.99,Virement bancaire,180
2026-05-02,24.99,Carte bancaire,181
2026-06-02,24.99,Carte bancaire,181
2026-07-02,24.99,Carte bancaire,181
2026-05-08,29.99,Prelevement bancaire,182
2026-06-08,29.99,Prelevement bancaire,182
2026-07-08,29.99,Prelevement bancaire,182
2025-08-07,29.99,Virement bancaire,183
2025-09-07,29.99,Virement bancaire,183
2025-10-07,29.99,Virement bancaire,183
2025-11-07,29.99,Virement bancaire,183
2025-12-07,29.99,Virement bancaire,183
2026-01-07,29.99,Virement bancaire,183
2026-02-07,29.99,Virement bancaire,183
2026-03-07,29.99,Virement bancaire,183
2026-04-07,29.99,Virement bancaire,183
2026-05-07,29.99,Virement bancaire,183
2026-06-07,29.99,Virement bancaire,183
2026-07-07,29.99,Virement bancaire,183
2025-08-26,34.99,Carte bancaire,184
2025-09-26,34.99,Carte bancaire,184
2025-10-26,34.99,Carte bancaire,184
2025-11-26,34.99,Carte bancaire,184
2025-12-26,34.99,Carte bancaire,184
2026-01-26,34.99,Carte bancaire,184
2026-02-26,34.99,Carte bancaire,184
2026-03-26,34.99,Carte bancaire,184
2026-04-26,34.99,Carte bancaire,184
2026-05-26,34.99,Carte bancaire,184
2026-06-26,34.99,Carte bancaire,184
2026-02-24,24.99,Prelevement bancaire,185
2026-03-24,24.99,Prelevement bancaire,185
2026-04-24,24.99,Prelevement bancaire,185
2026-05-24,24.99,Prelevement bancaire,185
2026-06-24,24.99,Prelevement bancaire,185
2025-09-08,29.99,Virement bancaire,186
2025-10-08,29.99,Virement bancaire,186
2025-11-08,29.99,Virement bancaire,186
2025-12-08,29.99,Virement bancaire,186
2026-01-08,29.99,Virement bancaire,186
2026-02-08,29.99,Virement bancaire,186
2026-03-08,29.99,Virement bancaire,186
2026-04-08,29.99,Virement bancaire,186
2026-05-08,29.99,Virement bancaire,186
2026-06-08,29.99,Virement bancaire,186
2026-07-08,29.99,Virement bancaire,186
2026-04-11,29.99,Carte bancaire,187
2026-05-11,29.99,Carte bancaire,187
2026-06-11,29.99,Carte bancaire,187
2026-07-11,29.99,Carte bancaire,187
2025-09-02,34.99,Prelevement bancaire,188
2025-10-02,34.99,Prelevement bancaire,188
2025-11-02,34.99,Prelevement bancaire,188
2025-12-02,34.99,Prelevement bancaire,188
2026-01-02,34.99,Prelevement bancaire,188
2026-02-02,34.99,Prelevement bancaire,188
2026-03-02,34.99,Prelevement bancaire,188
2026-04-02,34.99,Prelevement bancaire,188
2026-05-02,34.99,Prelevement bancaire,188
2026-06-02,34.99,Prelevement bancaire,188
2026-07-02,34.99,Prelevement bancaire,188
2025-08-29,24.99,Virement bancaire,189
2025-09-29,24.99,Virement bancaire,189
2025-10-29,24.99,Virement bancaire,189
2025-11-29,24.99,Virement bancaire,189
2025-12-29,24.99,Virement bancaire,189
2026-01-29,24.99,Virement bancaire,189
2026-02-28,24.99,Virement bancaire,189
2026-03-28,24.99,Virement bancaire,189
2026-04-28,24.99,Virement bancaire,189
2026-05-28,24.99,Virement bancaire,189
2026-06-28,24.99,Virement bancaire,189
2026-02-11,29.99,Carte bancaire,190
2026-03-11,29.99,Carte bancaire,190
2026-04-11,29.99,Carte bancaire,190
2026-05-11,29.99,Carte bancaire,190
2026-06-11,29.99,Carte bancaire,190
2026-07-11,29.99,Carte bancaire,190
2026-03-22,29.99,Prelevement bancaire,191
2026-04-22,29.99,Prelevement bancaire,191
2026-05-22,29.99,Prelevement bancaire,191
2026-06-22,29.99,Prelevement bancaire,191
2025-12-22,34.99,Virement bancaire,192
2026-01-22,34.99,Virement bancaire,192
2026-02-22,34.99,Virement bancaire,192
2026-03-22,34.99,Virement bancaire,192
2026-04-22,34.99,Virement bancaire,192
